account_name,campaign_id,adset_id,campaign_name,adset_name,effective_status,delivery_status,daily_budget,bid_amount,bid_strategy,budget_optimization,roas_target,objective,optimization_goal,geo_countries,language,creation_date,start_time
ACC-02,730198829243371781,730129921757061330,slg:discount-hearing-aids-deals-19_[ch=32204]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:3275183_usr:34_date:20260607_Vid:313699_act:929833_ci:2629_jid:285837,,DELETED,DELETED,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",,2026-06-07 15:43:24+00,2026-06-07 21:00:00+00
ACC-02,730130005845628208,730132580730075217,slg:smart-hearing-aids-cost-64_[ch=10907]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1921269_usr:34_date:20260607_Vid:208171_act:929833_ci:2629_jid:305543,adst_slg:smart-hearing-aids-cost-64_[ch=10907]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1921269_usr:34_date:20260607_Vid:208171_act:929833_ci:2629_jid:305543,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:43:30+00,2026-06-07 21:00:00+00
ACC-02,730115273337366645,730133538901479217,slg:local-tiny-homes-options-02_[ch=16609]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:4173813_usr:34_date:20260607_Vid:658617_act:929833_ci:2629_jid:325133,adst_slg:local-tiny-homes-options-02_[ch=16609]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:4173813_usr:34_date:20260607_Vid:658617_act:929833_ci:2629_jid:325133,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:43:39+00,2026-06-07 21:15:00+00
ACC-02,730149777075687537,730121338650748345,slg:online-online-degrees-2434-20_[ch=28417]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:3352013_usr:34_date:20260607_Vid:315680_act:929833_ci:2629_jid:398992,adst_slg:online-online-degrees-2434-20_[ch=28417]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:3352013_usr:34_date:20260607_Vid:315680_act:929833_ci:2629_jid:398992,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:43:43+00,2026-06-07 21:15:00+00
ACC-02,730121364239010861,730127591682160335,slg:instant-hearing-aids-options-08_[ch=72400]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:3394006_usr:34_date:20260607_Vid:102727_act:929833_ci:2629_jid:227050,adst_slg:instant-hearing-aids-options-08_[ch=72400]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:3394006_usr:34_date:20260607_Vid:102727_act:929833_ci:2629_jid:227050,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:43:47+00,2026-06-07 21:15:00+00
ACC-02,730130488749582063,730133323293180907,slg:mobile-walk-in-tubs-offers-04_[ch=16233]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:2632952_usr:34_date:20260607_Vid:270799_act:929833_ci:2629_jid:194145,adst_slg:mobile-walk-in-tubs-offers-04_[ch=16233]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:2632952_usr:34_date:20260607_Vid:270799_act:929833_ci:2629_jid:194145,PAUSED,CAMPAIGN_OFF,127.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:43:55+00,2026-06-07 21:15:00+00
ACC-02,730123221001425016,730125929139008935,slg:easy-ev-chargers-guide-91_[ch=15979]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:2346645_usr:34_date:20260607_Vid:329048_act:929833_ci:2629_jid:232069,adst_slg:easy-ev-chargers-guide-91_[ch=15979]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:2346645_usr:34_date:20260607_Vid:329048_act:929833_ci:2629_jid:232069,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:44:01+00,2026-06-07 21:15:00+00
ACC-02,730125945662559704,730172805338500611,slg:flexible-pet-insurance-guide-32_[ch=22726]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:9037803_usr:34_date:20260607_Vid:260890_act:929833_ci:2629_jid:233878,adst_slg:flexible-pet-insurance-guide-32_[ch=22726]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:9037803_usr:34_date:20260607_Vid:260890_act:929833_ci:2629_jid:233878,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:44:05+00,2026-06-07 21:15:00+00
ACC-02,730131456083946301,730129597196051291,slg:quick-roof-repair-near-me-05_[ch=32551]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:3759313_usr:34_date:20260607_Vid:712491_act:929833_ci:2629_jid:262664,adst_slg:quick-roof-repair-near-me-05_[ch=32551]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:3759313_usr:34_date:20260607_Vid:712491_act:929833_ci:2629_jid:262664,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:44:10+00,2026-06-07 21:15:00+00
ACC-02,730131109382397668,730110488736216732,slg:instant-garden-sheds-offers-35_[ch=28910]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:5956518_usr:34_date:20260607_Vid:196364_act:929833_ci:2629_jid:857443,adst_slg:instant-garden-sheds-offers-35_[ch=28910]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:5956518_usr:34_date:20260607_Vid:196364_act:929833_ci:2629_jid:857443,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",fr,2026-06-07 15:44:19+00,2026-06-07 21:15:00+00
ACC-02,730188107576305096,730114229234177128,slg:simple-pet-insurance-guide-29_[ch=92393]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:1854000_usr:34_date:20260607_Vid:314090_act:929833_ci:2629_jid:111826,adst_slg:simple-pet-insurance-guide-29_[ch=92393]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:1854000_usr:34_date:20260607_Vid:314090_act:929833_ci:2629_jid:111826,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",pt,2026-06-07 15:44:29+00,2026-06-07 21:15:00+00
ACC-02,730110685667148708,730114799078990579,slg:premium-garden-sheds-cost-55_[ch=29701]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:3359808_usr:34_date:20260607_Vid:671714_act:929833_ci:2629_jid:271751,adst_slg:premium-garden-sheds-cost-55_[ch=29701]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:3359808_usr:34_date:20260607_Vid:671714_act:929833_ci:2629_jid:271751,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:44:30+00,2026-06-07 21:15:00+00
ACC-02,730132102138390933,730155449012536191,slg:mobile-mattress-sale-cost-46_[ch=20336]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:1540056_usr:34_date:20260607_Vid:158169_act:929833_ci:2629_jid:197660,,DELETED,DELETED,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",,2026-06-07 15:44:31+00,2026-06-07 21:00:00+00
ACC-02,730125491734391937,730113738495097800,slg:certified-solar-programs-program-02_[ch=15242]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:2012158_usr:34_date:20260607_Vid:233247_act:929833_ci:2629_jid:258117,adst_slg:certified-solar-programs-program-02_[ch=15242]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:2012158_usr:34_date:20260607_Vid:233247_act:929833_ci:2629_jid:258117,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:44:41+00,2026-06-07 21:00:00+00
ACC-02,730134653316938137,730196318358600529,slg:quick-cruise-packages-cost-14_[ch=59527]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:1779092_usr:34_date:20260607_Vid:129775_act:929833_ci:2629_jid:329711,adst_slg:quick-cruise-packages-cost-14_[ch=59527]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:1779092_usr:34_date:20260607_Vid:129775_act:929833_ci:2629_jid:329711,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",fr,2026-06-07 15:44:44+00,2026-06-07 21:15:00+00
ACC-02,730137608302969216,730124353001623820,slg:instant-pet-insurance-program-43_[ch=29902]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1045443_usr:34_date:20260607_Vid:138858_act:929833_ci:2629_jid:101685,adst_slg:instant-pet-insurance-program-43_[ch=29902]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1045443_usr:34_date:20260607_Vid:138858_act:929833_ci:2629_jid:101685,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:44:49+00,2026-06-07 21:15:00+00
ACC-02,730135166510172234,730112954209728023,slg:easy-garden-sheds-offers-81_[ch=28916]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:5298311_usr:34_date:20260607_Vid:195582_act:929833_ci:2629_jid:102633,adst_slg:easy-garden-sheds-offers-81_[ch=28916]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:5298311_usr:34_date:20260607_Vid:195582_act:929833_ci:2629_jid:102633,PAUSED,CAMPAIGN_OFF,266.7,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",fr,2026-06-07 15:44:50+00,2026-06-07 21:15:00+00
ACC-02,730186247553954135,730110127407127814,slg:modern-cleaning-services-today-12_[ch=10232]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:8598755_usr:34_date:20260607_Vid:886588_act:929833_ci:2629_jid:184276,adst_slg:modern-cleaning-services-today-12_[ch=10232]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:bluen_aid:8598755_usr:34_date:20260607_Vid:886588_act:929833_ci:2629_jid:184276,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",de,2026-06-07 15:44:59+00,2026-06-07 21:15:00+00
ACC-02,730124477087958943,730122155845399441,slg:hidden-storage-units-review-26_[ch=32011]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:2978958_usr:34_date:20260607_Vid:923438_act:929833_ci:2629_jid:159612,adst_slg:hidden-storage-units-review-26_[ch=32011]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:2978958_usr:34_date:20260607_Vid:923438_act:929833_ci:2629_jid:159612,PAUSED,CAMPAIGN_OFF,381.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:45:07+00,2026-06-07 21:15:00+00
ACC-02,730154312413474733,730128347844895652,slg:remote-storage-units-2434-12_[ch=22219]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:8000796_usr:34_date:20260607_Vid:131489_act:929833_ci:2629_jid:292071,adst_slg:remote-storage-units-2434-12_[ch=22219]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blue_aid:8000796_usr:34_date:20260607_Vid:131489_act:929833_ci:2629_jid:292071,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:45:24+00,2026-06-07 21:15:00+00
ACC-02,730117758454091635,730114701978136715,slg:smart-home-security-guide-96_[ch=35678]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:2619068_usr:34_date:20260607_Vid:558642_act:929833_ci:2629_jid:264018,adst_slg:smart-home-security-guide-96_[ch=35678]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:2619068_usr:34_date:20260607_Vid:558642_act:929833_ci:2629_jid:264018,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:45:27+00,2026-06-07 21:15:00+00
ACC-02,730114913071120731,730189256604830998,slg:senior-hearing-aids-deals-11_[ch=24819]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:3740097_usr:34_date:20260607_Vid:174904_act:929833_ci:2629_jid:272644,adst_slg:senior-hearing-aids-deals-11_[ch=24819]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:blackn_aid:3740097_usr:34_date:20260607_Vid:174904_act:929833_ci:2629_jid:272644,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:45:28+00,2026-06-07 21:15:00+00
ACC-02,730158558558434804,730110518368765471,slg:smart-storage-units-near-me-74_[ch=11333]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:2070468_usr:34_date:20260607_Vid:156053_act:929833_ci:2629_jid:305301,adst_slg:smart-storage-units-near-me-74_[ch=11333]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:2070468_usr:34_date:20260607_Vid:156053_act:929833_ci:2629_jid:305301,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:45:34+00,2026-06-07 21:15:00+00
ACC-02,730115161404460488,730116785949136693,slg:discount-roof-repair-cost-87_[ch=88111]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1290231_usr:34_date:20260607_Vid:497808_act:929833_ci:2629_jid:225691,adst_slg:discount-roof-repair-cost-87_[ch=88111]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1290231_usr:34_date:20260607_Vid:497808_act:929833_ci:2629_jid:225691,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:45:53+00,2026-06-07 21:15:00+00
ACC-02,730117695602344459,730141281670803445,slg:luxury-dental-implants-deals-94_[ch=30100]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1382158_usr:34_date:20260607_Vid:130975_act:929833_ci:2629_jid:133715,adst_slg:luxury-dental-implants-deals-94_[ch=30100]_vt:_g:TOP_Bulk_Winners_EN_-_2710_bid:ROAS_d:M_ibud:2_BN:Omer K_lg:en_plt:FB_IG_crf:Cls_atr:1DC_st:black_aid:1382158_usr:34_date:20260607_Vid:130975_act:929833_ci:2629_jid:133715,PAUSED,CAMPAIGN_OFF,254.0,,LOWEST_COST_WITH_MIN_ROAS,CBO,0.8,OUTCOME_SALES,VALUE,"[""US"", ""IT"", ""MY"", ""CA"", ""SA"", ""ES"", ""SE"", ""TR"", ""AE"", ""GB"", ""GR"", ""AU"", ""HK"", ""PL"", ""QA"", ""FR"", ""VN"", ""DE"", ""OM""]",en,2026-06-07 15:45:59+00,2026-06-07 21:15:00+00
