adset_id,fb_ad_account_id,account_name,date,spend,impressions,clicks,fb_conversions,estimated_conversions,revenue,profit,roi,rpc,cpa,ctr,cr,first_spend_date,spend_day_no
730177633180461403,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-06,1
730177633180461403,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730169042754321383,9958842819785590,ACC-03,2026-06-06,1.4224,123,2,0,0.0,0.0,-1.4224,-1.0,0.0,0.0,0.01626,0.0,2026-06-06,1
730169042754321383,9958842819785590,ACC-03,2026-06-07,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730169042754321383,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730169042754321383,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730169042754321383,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730169042754321383,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-06,1
730169042754321383,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730115129931868071,9958842819785590,ACC-03,2026-06-06,0.8763,76,0,0,0.0,0.0,-0.8763,-1.0,0.0,0.0,0.0,,2026-06-06,1
730115129931868071,9958842819785590,ACC-03,2026-06-07,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730115129931868071,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730115129931868071,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730115129931868071,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730115129931868071,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-06,1
730115129931868071,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,1
730126086857621673,9958842819785590,ACC-03,2026-06-06,1.0795,155,12,0,0.0,3.6449,2.5654,2.3765,0.0,0.0,0.077419,0.0,2026-06-06,1
730126086857621673,9958842819785590,ACC-03,2026-06-07,2.5908,268,23,3,3.0,2.0828,-0.508,-0.1961,0.6943,0.8636,0.085821,0.130435,2026-06-06,2
730126086857621673,9958842819785590,ACC-03,2026-06-08,4.7371,421,37,5,5.0,3.175,-1.5621,-0.3298,0.635,0.9474,0.087886,0.135135,2026-06-06,3
730126086857621673,9958842819785590,ACC-03,2026-06-09,2.2098,161,15,5,5.0,1.4478,-0.762,-0.3448,0.2896,0.442,0.093168,0.333333,2026-06-06,4
730126086857621673,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,4
730126086857621673,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,4
730126086857621673,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-06,4
730129211419264471,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730129211419264471,9958842819785590,ACC-03,2026-06-07,2.8448,158,13,2,2.0,2.0828,-0.762,-0.2679,1.0414,1.4224,0.082278,0.153846,2026-06-07,1
730129211419264471,9958842819785590,ACC-03,2026-06-08,1.397,84,11,2,2.0,0.7239,-0.6731,-0.4818,0.362,0.6985,0.130952,0.181818,2026-06-07,2
730129211419264471,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730129211419264471,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730129211419264471,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730129211419264471,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730120014355339914,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730120014355339914,9958842819785590,ACC-03,2026-06-07,1.4351,152,13,0,0.0,0.0,-1.4351,-1.0,0.0,0.0,0.085526,0.0,2026-06-07,1
730120014355339914,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120014355339914,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120014355339914,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120014355339914,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120014355339914,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730128082165783322,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730128082165783322,9958842819785590,ACC-03,2026-06-07,3.0353,1960,70,5,5.0,6.8834,3.8481,1.2678,1.3767,0.6071,0.035714,0.071429,2026-06-07,1
730128082165783322,9958842819785590,ACC-03,2026-06-08,4.6863,2629,82,11,11.0,5.7785,1.0922,0.2331,0.5253,0.426,0.031191,0.134146,2026-06-07,2
730128082165783322,9958842819785590,ACC-03,2026-06-09,8.0645,2716,89,7,10.0,7.0612,-1.0033,-0.1244,0.7061,0.8065,0.032769,0.078652,2026-06-07,3
730128082165783322,9958842819785590,ACC-03,2026-06-10,3.8862,1360,47,5,5.0,1.7526,-2.1336,-0.549,0.3505,0.7772,0.034559,0.106383,2026-06-07,4
730128082165783322,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,4
730128082165783322,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,4
730132880507385094,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730132880507385094,9958842819785590,ACC-03,2026-06-07,1.2827,278,7,1,1.0,0.5588,-0.7239,-0.5644,0.5588,1.2827,0.02518,0.142857,2026-06-07,1
730132880507385094,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730132880507385094,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730132880507385094,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730132880507385094,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730132880507385094,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730127713464424217,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730127713464424217,9958842819785590,ACC-03,2026-06-07,0.762,286,13,0,0.0,0.2159,-0.5461,-0.7167,0.0,0.0,0.045455,0.0,2026-06-07,1
730127713464424217,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730127713464424217,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730127713464424217,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730127713464424217,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730127713464424217,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730133638657294418,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730133638657294418,9958842819785590,ACC-03,2026-06-07,2.1336,1040,91,11,12.0,3.1242,0.9906,0.4643,0.2604,0.1778,0.0875,0.120879,2026-06-07,1
730133638657294418,9958842819785590,ACC-03,2026-06-08,7.3533,2801,210,41,47.0,11.7475,4.3942,0.5976,0.2499,0.1565,0.074973,0.195238,2026-06-07,2
730133638657294418,9958842819785590,ACC-03,2026-06-09,11.8491,3232,262,64,64.0,12.827,0.9779,0.0825,0.2004,0.1851,0.081064,0.244275,2026-06-07,3
730133638657294418,9958842819785590,ACC-03,2026-06-10,10.7569,3487,238,47,52.0,10.4394,-0.3175,-0.0295,0.2008,0.2069,0.068254,0.197479,2026-06-07,4
730133638657294418,9958842819785590,ACC-03,2026-06-11,8.3947,2930,196,27,28.0,5.6261,-2.7686,-0.3298,0.2009,0.2998,0.066894,0.137755,2026-06-07,5
730133638657294418,9958842819785590,ACC-03,2026-06-12,2.7559,850,44,9,9.0,1.4224,-1.3335,-0.4839,0.158,0.3062,0.051765,0.204545,2026-06-07,6
730113902799256747,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730113902799256747,9958842819785590,ACC-03,2026-06-07,2.286,1096,66,9,14.0,4.064,1.778,0.7778,0.2903,0.1633,0.060219,0.136364,2026-06-07,1
730113902799256747,9958842819785590,ACC-03,2026-06-08,3.8989,1338,86,10,19.0,4.2926,0.3937,0.101,0.2259,0.2052,0.064275,0.116279,2026-06-07,2
730113902799256747,9958842819785590,ACC-03,2026-06-09,3.5814,795,50,4,4.0,2.0701,-1.5113,-0.422,0.5175,0.8954,0.062893,0.08,2026-06-07,3
730113902799256747,9958842819785590,ACC-03,2026-06-10,0.9144,274,14,2,2.0,0.0762,-0.8382,-0.9167,0.0381,0.4572,0.051095,0.142857,2026-06-07,4
730113902799256747,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,4
730113902799256747,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,4
730120436588276546,9958842819785590,ACC-03,2026-06-06,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,0
730120436588276546,9958842819785590,ACC-03,2026-06-07,1.1557,1446,56,6,6.0,0.6096,-0.5461,-0.4725,0.1016,0.1926,0.038728,0.107143,2026-06-07,1
730120436588276546,9958842819785590,ACC-03,2026-06-08,0.9271,970,39,5,5.0,0.8382,-0.0889,-0.0959,0.1676,0.1854,0.040206,0.128205,2026-06-07,2
730120436588276546,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730120436588276546,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730120436588276546,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730120436588276546,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730132999978066736,9958842819785590,ACC-03,2026-06-07,2.4003,1332,80,10,10.0,1.8161,-0.5842,-0.2434,0.1816,0.24,0.06006,0.125,2026-06-07,1
730132999978066736,9958842819785590,ACC-03,2026-06-08,1.7399,1040,64,10,12.0,2.286,0.5461,0.3139,0.1905,0.145,0.061538,0.15625,2026-06-07,2
730132999978066736,9958842819785590,ACC-03,2026-06-09,2.159,751,56,9,9.0,1.9177,-0.2413,-0.1118,0.2131,0.2399,0.074567,0.160714,2026-06-07,3
730132999978066736,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730132999978066736,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730132999978066736,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730131721747781844,9958842819785590,ACC-03,2026-06-07,1.6383,614,17,0,0.0,0.5715,-1.0668,-0.6512,0.0,0.0,0.027687,0.0,2026-06-07,1
730131721747781844,9958842819785590,ACC-03,2026-06-08,0.6731,258,7,1,1.0,0.1143,-0.5588,-0.8302,0.1143,0.6731,0.027132,0.142857,2026-06-07,2
730131721747781844,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730131721747781844,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730131721747781844,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730131721747781844,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730123218887044463,9958842819785590,ACC-03,2026-06-07,3.2766,2202,135,16,16.0,2.4003,-0.8763,-0.2674,0.15,0.2048,0.061308,0.118519,2026-06-07,1
730123218887044463,9958842819785590,ACC-03,2026-06-08,2.1082,1787,113,15,15.0,1.4986,-0.6096,-0.2892,0.0999,0.1405,0.063234,0.132743,2026-06-07,2
730123218887044463,9958842819785590,ACC-03,2026-06-09,0.5969,254,12,0,0.0,0.0,-0.5969,-1.0,0.0,0.0,0.047244,0.0,2026-06-07,3
730123218887044463,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730123218887044463,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730123218887044463,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730119586173281882,9958842819785590,ACC-03,2026-06-07,1.2192,233,10,0,0.0,0.0,-1.2192,-1.0,0.0,0.0,0.042918,0.0,2026-06-07,1
730119586173281882,9958842819785590,ACC-03,2026-06-08,0.7874,154,8,0,0.0,0.1016,-0.6858,-0.871,0.0,0.0,0.051948,0.0,2026-06-07,2
730119586173281882,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730119586173281882,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730119586173281882,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730119586173281882,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730163748054901939,9958842819785590,ACC-03,2026-06-07,1.8669,144,6,0,0.0,0.0,-1.8669,-1.0,0.0,0.0,0.041667,0.0,2026-06-07,1
730163748054901939,9958842819785590,ACC-03,2026-06-08,1.3081,210,23,5,5.0,0.4064,-0.9017,-0.6893,0.0813,0.2616,0.109524,0.217391,2026-06-07,2
730163748054901939,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730163748054901939,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730163748054901939,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730163748054901939,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730116459040737692,9958842819785590,ACC-03,2026-06-07,0.9271,63,4,0,0.0,0.0,-0.9271,-1.0,0.0,0.0,0.063492,0.0,2026-06-07,1
730116459040737692,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730116459040737692,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730116459040737692,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730116459040737692,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730116459040737692,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-07,1
730191074604898114,9958842819785590,ACC-03,2026-06-07,1.0668,1009,33,3,3.0,1.0287,-0.0381,-0.0357,0.3429,0.3556,0.032706,0.090909,2026-06-07,1
730191074604898114,9958842819785590,ACC-03,2026-06-08,0.5461,510,15,1,1.0,0.0762,-0.4699,-0.8605,0.0762,0.5461,0.029412,0.066667,2026-06-07,2
730191074604898114,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730191074604898114,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730191074604898114,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730191074604898114,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730122898296918025,9958842819785590,ACC-03,2026-06-07,0.889,1322,25,5,5.0,4.953,4.064,4.5714,0.9906,0.1778,0.018911,0.2,2026-06-07,1
730122898296918025,9958842819785590,ACC-03,2026-06-08,1.27,1255,31,3,3.0,0.127,-1.143,-0.9,0.0423,0.4233,0.024701,0.096774,2026-06-07,2
730122898296918025,9958842819785590,ACC-03,2026-06-09,1.27,521,24,3,3.0,0.3429,-0.9271,-0.73,0.1143,0.4233,0.046065,0.125,2026-06-07,3
730122898296918025,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730122898296918025,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730122898296918025,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,3
730116863007004134,9958842819785590,ACC-03,2026-06-07,0.889,775,70,5,5.0,1.0033,0.1143,0.1286,0.2007,0.1778,0.090323,0.071429,2026-06-07,1
730116863007004134,9958842819785590,ACC-03,2026-06-08,1.2573,876,67,12,12.0,1.1938,-0.0635,-0.0505,0.0995,0.1048,0.076484,0.179104,2026-06-07,2
730116863007004134,9958842819785590,ACC-03,2026-06-09,2.413,916,85,16,16.0,3.6068,1.1938,0.4947,0.2254,0.1508,0.092795,0.188235,2026-06-07,3
730116863007004134,9958842819785590,ACC-03,2026-06-10,2.6162,1152,95,19,19.0,2.4892,-0.127,-0.0485,0.131,0.1377,0.082465,0.2,2026-06-07,4
730116863007004134,9958842819785590,ACC-03,2026-06-11,1.6891,944,81,14,14.0,1.6764,-0.0127,-0.0075,0.1197,0.1206,0.085805,0.17284,2026-06-07,5
730116863007004134,9958842819785590,ACC-03,2026-06-12,1.1938,662,45,7,7.0,1.6002,0.4064,0.3404,0.2286,0.1705,0.067976,0.155556,2026-06-07,6
730178489817107407,9958842819785590,ACC-03,2026-06-07,1.778,222,21,4,4.0,0.6096,-1.1684,-0.6571,0.1524,0.4445,0.094595,0.190476,2026-06-07,1
730178489817107407,9958842819785590,ACC-03,2026-06-08,1.0033,224,20,5,5.0,0.2286,-0.7747,-0.7722,0.0457,0.2007,0.089286,0.25,2026-06-07,2
730178489817107407,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730178489817107407,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730178489817107407,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730178489817107407,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730121322775988908,9958842819785590,ACC-03,2026-06-07,0.9144,1095,60,3,3.0,0.6858,-0.2286,-0.25,0.2286,0.3048,0.054795,0.05,2026-06-07,1
730121322775988908,9958842819785590,ACC-03,2026-06-08,0.9398,1131,91,12,12.0,0.5715,-0.3683,-0.3919,0.0476,0.0783,0.08046,0.131868,2026-06-07,2
730121322775988908,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730121322775988908,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730121322775988908,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730121322775988908,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730179470929105041,9958842819785590,ACC-03,2026-06-07,0.8636,404,11,1,1.0,0.0254,-0.8382,-0.9706,0.0254,0.8636,0.027228,0.090909,2026-06-07,1
730179470929105041,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730179470929105041,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730179470929105041,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730179470929105041,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730179470929105041,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730132746550107288,9958842819785590,ACC-03,2026-06-07,0.9652,2319,136,10,13.0,1.2573,0.2921,0.3026,0.0967,0.0742,0.058646,0.073529,2026-06-07,1
730132746550107288,9958842819785590,ACC-03,2026-06-08,1.5367,3671,208,24,24.0,1.6764,0.1397,0.0909,0.0698,0.064,0.05666,0.115385,2026-06-07,2
730132746550107288,9958842819785590,ACC-03,2026-06-09,1.1557,1874,89,13,13.0,1.2065,0.0508,0.044,0.0928,0.0889,0.047492,0.146067,2026-06-07,3
730132746550107288,9958842819785590,ACC-03,2026-06-10,1.8542,2145,132,13,14.0,1.7526,-0.1016,-0.0548,0.1252,0.1324,0.061538,0.098485,2026-06-07,4
730132746550107288,9958842819785590,ACC-03,2026-06-11,0.9144,1173,69,8,8.0,0.6096,-0.3048,-0.3333,0.0762,0.1143,0.058824,0.115942,2026-06-07,5
730132746550107288,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,5
730188321973301330,9958842819785590,ACC-03,2026-06-07,0.5842,807,23,0,0.0,0.1778,-0.4064,-0.6957,0.0,0.0,0.028501,0.0,2026-06-07,1
730188321973301330,9958842819785590,ACC-03,2026-06-08,0.2159,340,6,3,3.0,0.5334,0.3175,1.4706,0.1778,0.072,0.017647,0.5,2026-06-07,2
730188321973301330,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730188321973301330,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730188321973301330,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730188321973301330,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730110911332289269,9958842819785590,ACC-03,2026-06-07,0.8128,292,14,2,2.0,0.254,-0.5588,-0.6875,0.127,0.4064,0.047945,0.142857,2026-06-07,1
730110911332289269,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730110911332289269,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730110911332289269,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730110911332289269,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730110911332289269,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-07,1
730177771830270939,9958842819785590,ACC-03,2026-06-07,2.7559,727,63,7,26.0,2.7051,-0.0508,-0.0184,0.104,0.106,0.086657,0.111111,2026-06-07,1
730177771830270939,9958842819785590,ACC-03,2026-06-08,4.8514,1683,110,37,41.0,5.1816,0.3302,0.0681,0.1264,0.1183,0.065359,0.336364,2026-06-07,2
730177771830270939,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730177771830270939,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730177771830270939,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730177771830270939,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,2
730120916759878664,9958842819785590,ACC-03,2026-06-07,0.9906,108,20,4,4.0,0.2286,-0.762,-0.7692,0.0572,0.2476,0.185185,0.2,2026-06-07,1
730120916759878664,9958842819785590,ACC-03,2026-06-08,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120916759878664,9958842819785590,ACC-03,2026-06-09,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120916759878664,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120916759878664,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-07,1
730120916759878664,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-07,1
730196922000806905,9958842819785590,ACC-03,2026-06-07,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,0
730196922000806905,9958842819785590,ACC-03,2026-06-08,2.0193,87,7,2,2.0,0.8128,-1.2065,-0.5975,0.4064,1.0096,0.08046,0.285714,2026-06-08,1
730196922000806905,9958842819785590,ACC-03,2026-06-09,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-08,1
730196922000806905,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,1
730196922000806905,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,1
730196922000806905,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,1
730126019178038939,9958842819785590,ACC-03,2026-06-07,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,0
730126019178038939,9958842819785590,ACC-03,2026-06-08,5.3467,218,33,12,15.0,5.2705,-0.0762,-0.0143,0.3514,0.3564,0.151376,0.363636,2026-06-08,1
730126019178038939,9958842819785590,ACC-03,2026-06-09,2.6162,118,12,1,1.0,0.2921,-2.3241,-0.8883,0.2921,2.6162,0.101695,0.083333,2026-06-08,2
730126019178038939,9958842819785590,ACC-03,2026-06-10,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,2
730126019178038939,9958842819785590,ACC-03,2026-06-11,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,2
730126019178038939,9958842819785590,ACC-03,2026-06-12,0.0,0,0,0,,,,0.0,0.0,0.0,,,2026-06-08,2
